change	date	client	desc
300683	2024/12/06	Design_Seokwan_work	[손석완][레벨] 혼우드성 남쪽 버려진 유적지 수정  / - 바깥쪽으로 나갈 수 있는 지점들 차단  / https://jira.nmn.io/browse/PROJECTT-24457  / #changelist 유효성 검사 완료
300459	2024/12/05	Design_Seokwan_work	[손석완][레벨] 토르헨스퀘어 버려진 유적지 수정  / - 색상이 다른 프랍 삭제  / https://jira.nmn.io/browse/PROJECTT-24627  / #changelist 유효성 검사 완료
300430	2024/12/05	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버려진 유적지 수정  / - 2단 사다리 아래서 쐈을 때 맞지 않게끔 지형 조정  / https://jira.nmn.io/browse/PROJECTT-24647?filter=-1  / #changelist 유효성 검사 완료
300096	2024/12/03	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버려진 유적지 수정  / - 옆으로 빠져나갈 수 있는 길 차단  / - 2단 사다리 시작 지점을 평평하게 변경  / - 적별프랍 단면 수정  / #changelist 유효성 검사 완료
300038	2024/12/03	Design_Seokwan_work	[손석완][레벨] 웜워크 쪽 불필요한 포인트 라이트 액터 삭제  / - 불필요한 포인트 라이트 액터 삭제  / #changelist 유효성 검사 완료
300035	2024/12/03	Design_Seokwan_work	[손석완][레벨] 웜워크 입구쪽 편지통 콘텐츠 지점 수정  / - 눈덮인 크레인 BP에 매달린 박스 BP도 눈 덮인 걸로 교체  / - 이동 과정에서 끼이는 현상을 막기 위하여 이동 동선 일부 수정  / #changelist 유효성 검사 완료
299904	2024/12/02	Design_Seokwan_work	[손석완][레벨] 돌담 콜리전 변경  / - 레난스레스트에서 돌담이 방벽으로 쓰이는 경우에는 콜리전 BlockAll로 설정  / #changelist 유효성 검사 완료
299892	2024/12/02	Design_Seokwan_work	[손석완][레벨] 라스트허스 영접실 문 제거  / - BP문 제거 후 일반 스태틱 문으로 변경.  / - 문 열다 굳는 현상 해결을 위함  / #changelist 유효성 검사 완료
295088	2024/11/26	Design_Seokwan_work	[손석완][레벨] 크라켄 던전 목업 액터 삭제 / - 꼭 필요한 목업 제외하고는 모두 삭제
293108	2024/11/22	Design_Seokwan_work	[손석완][레벨] 고업 액션 변경에 따른 구조 변경  / - 올드타운 버유 2단지  / - 올드타운 양조장 지하실  / #changelist 유효성 검사 완료
293027	2024/11/22	Design_Seokwan_work	[손석완][레벨] 크라켄 던전 AreaBox 추가  / - Area Volume 추가  / #changelist 유효성 검사 완료
292998	2024/11/22	Design_Seokwan_work	[손석완][레벨 끌차 VisitPlacePos 설정  / - 최북단, 북부, 올드타운(세은)  / #changelist 유효성 검사 완료
292974	2024/11/22	Design_Seokwan_work	[손석완][레벨] 크라켄 던전 내비메시 생성용 플레인 추가  / - 크라켄을 바다 위에서 스폰시키기 위한 장치  / #changelist 유효성 검사 완료
292481	2024/11/21	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 크레인 변경  / - 크레인 리소스 눈 덮인 걸로 교체  / #changelist 유효성 검사 완료
292426	2024/11/21	Design_Seokwan_work	[손석완][레벨] 그리핀 던전 블로킹 볼륨 수정  / - 입구 아래쪽 절벽에 그리핀 박히는 현상 막기 위함.  / - ㅂ블로킹 볼륨을 잔도 바로 아래까지 끌어올림.  / #changelist 유효성 검사 완료
291962	2024/11/20	Design_Seokwan_work	[손석완][레벨] 단면 보이는 프랍 위치 수정  / - 레난스레스트 앞 오두막 짚더미 수정  / - 최북단과 북부 경계선에 절벽 프랍 수정  / #changelist 유효성 검사 완료
291569	2024/11/19	Design_Seokwan_work	[손석완][레벨] 부서지는 발판 테스트 환경 제작  / - 부서지는 발판 BP 추가 배치  / #changelist 유효성 검사 완료
291440	2024/11/19	Design_Seokwan_work	[손석완][레벨] 레난스레스트 프랍 조정  / - 프랍 단면 보이는 경우 수정  / #changelist 유효성 검사 완료
291433	2024/11/19	Design_Seokwan_work	[손석완][레벨] 최북단 레벨 버그 수정  / - 프랍 단면 드러난 곳 수정  / #changelist 유효성 검사 완료
291203	2024/11/18	Design_Seokwan_work	[손석완][레벨] 최북단, 올드타운 문 bp 수정  / - 레벨기믹 문 열림 각도 수정  / #changelist 유효성 검사 완료
290940	2024/11/15	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유적지 3종 폴리싱 / - 배경 어색한 부분 제거 / - 아웃라인 보강 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1 / #changelist 유효성 검사 완료
288996	2024/11/14	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유적지 1~3단지 폴리싱 / - 포인트 라이트 조절 / - BP로 배치되어있던 액터 가젯으로 변경 / - 레벨기믹 일부 추가 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1 / #changelist 유효성 검사 완료
288421	2024/11/13	Design_Seokwan_work	[손석완][레벨] 길찾기 웨이포인트 추가  / - 과거 캐슬블랙 앞 킹스로드 부근에 퀘스트 조건에 의한 길찾기 비활성화 처리를 해둠.  / - 위의 이유로 길찾기가 정상적으로 안되는 문제 해결을 위해 웨이포인트링크를 보강함.  / htt
288141	2024/11/12	Design_Seokwan_work	[손석완][레벨] 부서지는 발판 가젯 잔존 시간 수정  / - Despawn > DelayTime > 0sec -> 3sec  / #changelist 유효성 검사 완료
288134	2024/11/12	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 버려진 유적지 3단지 수정 / - 최대한 디렉셔널 라이트 실내로 들어올 수 있게 건물 구조 수정 / - 포인트라이트 색상 조정 / - 부둣가 조성 / - 소형 랜드마크 추가 / - 기믹 요소 가젯 스포너로 교체
288076	2024/11/12	Design_Seokwan_work	[손석완][레벨] 하이가든 프랍 단면 보이는 곳 조정  / - 프랍 1개 z축 내림  / #changelist 유효성 검사 완료
287218	2024/11/08	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진유적지 3단지 수정  / - 최대한 외부 광선 많이 들어올 수 있게 구조 수정 등  / #changelist 유효성 검사 완료
287191	2024/11/08	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유 적지 기믹 수정  / - 게이트 카메라 수정  / - 파괴형 가젯 위치 수정  / - 부서지는 발판 가젯의 높이 수정  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
287190	2024/11/08	Design_Seokwan_work	[손석완][레벨] 버려진 유적지 개선 - 최북단  / -최북단 부서지는 발판 신규 리소스로 교체  / - 신규 리소스 적용에 따른 주변부 수정  / https://jira.nmn.io/browse/PROJECTT-22422?filter=-1 / #changelist 유효성 검사 완료
287189	2024/11/08	Design_Seokwan_work	[손석완][레벨] 그리핀즈 루스트 수정 요망 사항 목업 추가 / - 민간지역에 파쿠루 콘텐츠 추가 / - 성문 교체 필요지점 표시 / - 감옥 배치 지점 표시 / https://jira.nmn.io/browse/PROJECTT-11366?filter=-1 / #changelist 유효성 검사 완료
286766	2024/11/07	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 웨이포인트 수정  / - 웨이포인트에 퀘스트 조건 추가  / #changelist 유효성 검사 완료
286663	2024/11/07	Design_Seokwan_work	[손석완][레벨] 시야 테스트 맵에 물리로 부서지는 발판 배치 / - 물리로 부서지는 발판 테스트 환경 조성
286596	2024/11/07	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진유적용 가젯 수정 / - 노트 추가 / - 게이트 스위치 재사용 가능하게 변경 / - 중복 아이디 재발급 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1
286232	2024/11/06	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 버려진 유적지 가젯 추가 / - 2단지, 3단지에 스위치와 게이트 추가 / - 스위치와 게이트에 상응하는 GadgetControlAction 추가 / - 불필요 목업 삭제 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1
286170	2024/11/06	Design_Seokwan_work	[손석완][레벨] FX장막 가젯들 콜리전 수정  / - BlockiAll -> InvisibleWall  / #changelist 유효성 검사 완료
286164	2024/11/06	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 버려진 유적지 2단지 가젯 배치 / - 원거리 소모품 보충용 가젯 추가 / - 파괴형 가젯 추가 / - 게이트와 스위치 추가 / - 가젯  배치에 따른 일부 프랍 조정 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1 /
286123	2024/11/06	Design_Seokwan_work	[손석완][레벨] 가젯 추가 / - 오브젝트 충돌에 의해서만 부서지는 가젯 추가 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1 / #changelist 유효성 검사 완료
286050	2024/11/06	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 버려진 유적지 1단지 가젯 배치 / - 원거리 소모품 보충용 / - 파괴형 가젯 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1 / #changelist 유효성 검사 완료
285765	2024/11/05	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유적지용 가젯 추가 / - 게이트 추가 / - 스위치 가젯 ID 변경 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1
285761	2024/11/05	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유적지용 가젯 추가 / - 스위치 가젯 추가 / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1
285754	2024/11/05	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진유적지 3단지 수정  / - 3번 조각 위치 변경  / - 보상상자 위치 변경  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
285737	2024/11/05	Design_Seokwan_work	[손석완][레벨] 버려진 유적지 크네 3단지 수정  / - 이단 사다리 1개 초기 상태 수정  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
285732	2024/11/05	Design_Seokwan_work	[손석완][레벨] 크로우즈 네스트 버려진 유적지 작업  / - 3단지 초안 작업 완료  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
283687	2024/11/04	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 점령된 구역 3단지 수정  / - 초안 제작 완료  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
283635	2024/11/04	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유적지 3호점  / - 레벨 기믹 리전 넘버 추가  / - 아웃라이너 정리  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
283595	2024/11/04	Design_Seokwan_work	[손석완][레벨] 버려진 유적지 크네 3단지  / - 버려진 유직지 초안 작업 중  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
282893	2024/11/01	Design_Seokwan_work	[손석완][레벨] 파괴형 가젯 신규 리소스로 교체 / - 최북단에 속한 파괴형 가젯들 신 규 리소스로 교체함 / - 올드타운에 속한 파괴형 가젯들 신 규 리소스로 교체함 / - 하이가든에 속한 파괴형 가젯들 신 규 리소스로 교체함 / #ch
282870	2024/11/01	Design_Seokwan_work	[손석완][레벨] 버려진 유적지 개선  / - 학자의 성채 pc 끌채에 끼이는 구역 수정   / https://jira.nmn.io/browse/PROJECTT-22422?filter=-1  / #changelist 유효성 검사 완료
282811	2024/11/01	Design_Seokwan_work	[손석완][레벨] 혼우드성 남쪽 버려진 유적지 의도외 루트 제거  / - 2번 조각 나무다리로 부터 이동 막음 - 나무 다리 위치 미세 조정  / - 1번 조각 하늘에서 떨어져서 먹는 경로 막음 - 기둥 높임  / - 4번조각 하늘에서 떨어져서 먹
282787	2024/11/01	Design_Seokwan_work	[손석완][레벨] 올드타운 시청 시야 컬리전 수정  / - 시야 컬리전에 영향을 끼칠만한 바깥쪽 데이터레이어 프랍의 콜리전 제거  / - 실내 블로킹 볼륨의 속성 변경 invinsible wall -> block all  / - 병품 콜리전 잘못들어간 것들 수정  / ht
282782	2024/11/01	Design_Seokwan_work	[손석완][레벨] 흉포한동물 곰 지역 장막 크기 조절  / - 주변 지형으로 플레이어가 올라갈 수 있는 문제가 반복되어 전투 공간 줄임 -> 50m  / https://jira.nmn.io/browse/NNT-9042?filter=-1  / #changelist 유효성 검사 완료
282757	2024/11/01	Design_Seokwan_work	[손석완][레벨] 최북단 편지통 콘텐츠 위치 사다리 수정  / - 사다리 착지 지점의 공간이 너무 좁은 문제 해결.  / - 전체적인 사다리 좌표 재배치  / https://jira.nmn.io/browse/NNT-5689?filter=-1  / #changelist 유효성 검사 완료
282080	2024/10/30	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유적지 제작  / - 3단지 초안 목업 제작  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
282052	2024/10/30	Design_Seokwan_work	[손석완][레벨] 그리핀 던전 게이트 통과 못하는 현상 해결 / - 그리핀 던전 게이트 SKM 컬리전을 No Collision으로 변경
281555	2024/10/29	Design_Seokwan_work	[손석완][레벨] 파괴형 가젯 신규 리소스 테스트용 데이터 / - 파괴형 가젯들을 대체할 신규 리소스가 제작됨에 따른 데이터 작업 / - 실제 정상적으로 파괴되는지 확인하기 위한 더미 데이터를 112월드에 추가 / #changelist 유효성 �
281267	2024/10/28	Design_Seokwan_work	[손석완][레벨] 스위치, 게이트 가젯 테스트 환경 제작 / - 테스트맵 101월드에 환경 조성
281137	2024/10/28	Design_Seokwan_work	[손석완][레벨] 파괴형 가젯 테스트 데이터 추가  / - 파괴형 석벽 3종 데이터 추가  / - 파괴형 배리케이트, 나무 판자 데이터 추가  / - 오버랩 파괴형 나무 발판 추가  / #changelist 유효성 검사 완료
280570	2024/10/25	Design_Seokwan_work	[손석완][레벨] 최북단 편지통 컨텐츠 고업박스 이동  / - 고업박스를 측면방향으로 이동시켜 캐릭터 컬리전과 곂침을 최소화함.  / https://jira.nmn.io/browse/NNT-8433?filter=-1  / #changelist 유효성 검사 완료
279967	2024/10/24	Design_Seokwan_work	[손석완][레벨] 올드타운 흉동 블로킹 볼륨 보강  / - 전투 중 내비 끊어진 곳으로 올라가는 현상 막기 위해 외곽 절벽에 블로킹 볼륨 보강  / https://jira.nmn.io/browse/NNT-9020?filter=-1  / #changelist 유효성 검사 완료
279942	2024/10/24	Design_Seokwan_work	[손석완][레벨] 혼우드성 남쪽 버유 수정  / - 좁은틈 이동 경로에 속도 조절  / - 땅 메시 울퉁불퉁한 것 조절  / https://jira.nmn.io/browse/PROJECTT-22422?filter=-1  / #changelist 유효성 검사 완료
279700	2024/10/23	Design_Seokwan_work	[손석완][레벨] 크로우즈네스트 버려진 유적 작업  /  - 버려진 유적지 2단지 폴리싱  / https://jira.nmn.io/browse/PROJECTT-22429?filter=-1  / #changelist 유효성 검사 완료
279169	2024/10/22	Design_Seokwan_work	[손석완][레벨] 문 BP 각도 별 테스트 액터 추가  / - 애니팀에서 제작해준 각도 별 몽타주 적용  / https://jira.nmn.io/browse/PROJECTT-22980  / #changelist 유효성 검사 완료
278617	2024/10/21	Design_Seokwan_work	[손석완][레벨] 최북단 브워킵 장막 스케일 조정 / #changelist 유효성 검사 완료
278579	2024/10/21	Design_Seokwan_work	[손석완][레벨] 올드타운 시청 서버컬리전 수정  / #changelist 유효성 검사 완료
278544	2024/10/21	Design_Seokwan_work	[손석완][레벨] 하이가든에 현상수배 게시판 추가  / #changelist 유효성 검사 완료
278468	2024/10/18	Design_Seokwan_work	[손석완][레벨] 크라켄 월드 추가
278462	2024/10/18	Design_Seokwan_work	[손석완][레벨] 시타델 1층 부활용 에리어 볼륨 수정 / #changelist 유효성 검사 완료
278451	2024/10/18	Design_Seokwan_work	[손석완][레벨] 크네 버유 2단지  / #changelist 유효성 검사 완료
278444	2024/10/18	Design_Seokwan_work	[손석완][레벨] 크네 버유 2단지 초안 완료  / #changelist 유효성 검사 완료
278357	2024/10/18	Design_Seokwan_work	[손석완][레벨] 크네 버유 2단지 작업 중  / #changelist 유효성 검사 완료
278175	2024/10/18	Design_Seokwan_work	[손석완][레벨] 장막 BP 원본 수정 / #changelist 유효성 검사 완료
277684	2024/10/17	Design_Seokwan_work	[손석완][레벨] 크네 버유 2단지 작업중  / #changelist 유효성 검사 완료
277240	2024/10/16	Design_Seokwan_work	[손석완][레벨] 크네 버유 1단지 수정, 2단지 제작 중  / #changelist 유효성 검사 완료
276767	2024/10/15	Design_Seokwan_work	[손석완][레벨] 크네 버유 2단지 작업중  / #changelist 유효성 검사 완료
276102	2024/10/11	Design_Seokwan_work	[손석완][레벨] 크네 버유 1단지 / #changelist 유효성 검사 완료
274622	2024/10/07	Design_Seokwan_work	[손석완][레벨] 데이터레이어 볼륨 수정 - 시타델에서 밖으로 나갈 떄 어색한 문제 해결  / #changelist 유효성 검사 완료
274609	2024/10/07	Design_Seokwan_work	[손석완][레벨] 최북단 편지통 콘텐츠 관련 레벨 기믹 크레인 줄 끊어진 것 수정을 위해 재배치  / #changelist 유효성 검사 완료
273483	2024/10/02	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 버유 에리어 볼륨 수정 및 도개교 내리는 지점에 시각적 요소 보강  / #changelist 유효성 검사 완료
273478	2024/10/02	Design_Seokwan_work	[손석완][레벨] 불필요 파괴형 가젯 삭제 / #changelist 유효성 검사 완료
272491	2024/09/30	Design_Seokwan_work	[손석완][레벨] 버려진 유적지 전수 부족한 부분 수정  / #changelist 유효성 검사 완료
272391	2024/09/30	Design_Seokwan_work	[손석완][레벨] 장벽너머 미션9 사망 볼륨 확대 / #changelist 유효성 검사 완료
272364	2024/09/30	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 엘크 지역 올라가지는 지점 차단  / #changelist 유효성 검사 완료
272098	2024/09/27	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 몰스타운 버유 수정 / #changelist 유효성 검사 완료
272054	2024/09/27	Design_Seokwan_work	[손석완][레벨] 학자의 성채 버그 수정 / #changelist 유효성 검사 완료
272004	2024/09/27	Design_Seokwan_work	[손석완][레벨] 버유 갇히는 곳 수정  / #changelist 유효성 검사 완료
271964	2024/09/27	Design_Seokwan_work	[손석완][레벨] 하이가든 위어우드의 기억 장막 관련 수정  / #changelist 유효성 검사 완료
271927	2024/09/27	Design_Seokwan_work	[손석완][레벨] 최북단 인카운터 지역에 고업박스 삭제 및 가젯 위치 조정
271536	2024/09/26	Design_Seokwan_work	[손석완][레벨] 최북단 흉동 가는 길목에 블로킹 볼륨 추가  / #changelist 유효성 검사 완료
271522	2024/09/26	Design_Seokwan_work	[손석완][레벨] 최북단 2.0 전서구 위치에 고업 액터 수정  / #changelist 유효성 검사 완료
271520	2024/09/26	Design_Seokwan_work	[손석완][레벨] 허브빌리지에서 3.0지역으로 넘어가는 길목 블로킹 세밀화  / #changelist 유효성 검사 완료
271514	2024/09/26	Design_Seokwan_work	[손석완][레벨] 하이가든 미로 전투구역에 내비 이어지게 수정  / #changelist 유효성 검사 완료
271481	2024/09/26	Design_Seokwan_work	[손석완][레벨] 올타 세은 수도원 1층 몹들 위치 수정 - 보스존에서 애드나지 않게
271443	2024/09/26	Design_Seokwan_work	[손석완][레벨] 흉동 곰 전투에 방해되는 폴리지 삭제  / #changelist 유효성 검사 완료
271431	2024/09/26	Design_Seokwan_work	[손석완][레벨] 흉포한동물 곰 구역 FX 장막 수정
271037	2024/09/25	Design_Seokwan_work	[손석완][레벨] 하이가든 레벨 가젯 재 추출 - 미세 조정된 채집물 좌표 적용 / #changelist 유효성 검사 완료
271019	2024/09/25	Design_Seokwan_work	[손석완][레벨] 하이가든 길찾기 노드 수정  / #changelist 유효성 검사 완료
270986	2024/09/25	Design_Seokwan_work	[손석완][레벨] 올타 세은 길찾기 노드 추가  / #changelist 유효성 검사 완료
270944	2024/09/25	Design_Seokwan_work	[손석완][레벨] 점령된 구역 레벨 버그 수정 - 레인보우제티  / #changelist 유효성 검사 완료
270933	2024/09/25	Design_Seokwan_work	[손석완][레벨] 올타 데이트용 나무 스태틱 메시 추가]  / #changelist 유효성 검사 완료
270904	2024/09/25	Design_Seokwan_work	[손석완][레벨] 점령된 구역 올라가서는 안되는 지점 수정 - 허브힐  / #changelist 유효성 검사 완료
270882	2024/09/25	Design_Seokwan_work	[손석완][레벨] 올드타운 나무 스태틱 메시로 변경, BP는 인비저블 머티리얼로 교체  / #changelist 유효성 검사 완료
270578	2024/09/24	Design_Seokwan_work	[손석완][레벨] 엘크 전투구역 수정  / #changelist 유효성 검사 완료
270523	2024/09/24	Design_Seokwan_work	[손석완][레벨] 길찾기 버그 수정 - 라스트허스  / #changelist 유효성 검사 완료
270417	2024/09/24	Design_Seokwan_work	[손석완][레벨] 하이가든 버유 길찾기 노드 배치, BP_WaypointLink 경로 수정  / #changelist 유효성 검사 완료
270400	2024/09/24	Design_Seokwan_work	[손석완][레벨] 버유 크레인 줄 끊어진 거 수정  / #changelist 유효성 검사 완료
270397	2024/09/24	Design_Seokwan_work	[손석완][레벨] 불필요 파괴형 가젯 삭제
270142	2024/09/23	Design_Seokwan_work	[손석완][레벨] 하이가든 테일러숍, 외상인집 앞 전투공간에서 밟고 올라갈 수 있는 작은 프랍들 제거 혹은 위치 이동  / #changelist 유효성 검사 완료
270135	2024/09/23	Design_Seokwan_work	[손석완][레벨] 하이가든 미로 내 전투공간에서 내비 끊어지지 않게 길 살짝 넓힘  / #changelist 유효성 검사 완료
270128	2024/09/23	Design_Seokwan_work	[손석완][레벨] 모스엣지 데크에 내비 끊어진 곳 수정  / #changelist 유효성 검사 완료
270093	2024/09/23	Design_Seokwan_work	[손석완][레벨] 하이가든 문짝 한방향으로 열리게 수정  / #changelist 유효성 검사 완료
270091	2024/09/23	Design_Seokwan_work	[손석완][레벨] 너무 좁은 공간이라 내비가 생성되지 않는 곳의 은신 부시 제거  / #changelist 유효성 검사 완료
270076	2024/09/23	Design_Seokwan_work	[손석완][레벨] 노파의 저택 앞 전투에 걸리적거리는 탁자와 벤치 삭제  / #changelist 유효성 검사 완료
270015	2024/09/23	Design_Seokwan_work	[손석완][레벨] 하이가든 상점가 문짝 말타고 통과 가능하게 수정  / #changelist 유효성 검사 완료
270011	2024/09/23	Design_Seokwan_work	[손석완][레벨] 하이가든 세은, 위기의성소 웨이포인트 추가  / #changelist 유효성 검사 완료
264910	2024/09/12	Design_Seokwan_work	[손석완][레벨] 퀸즈크라운 프리패스 지점 수정  / #changelist 유효성 검사 완료
264872	2024/09/12	Design_Seokwan_work	[손석완][레벨] 최북단 흉동 가젯 스캔 노스캔으로 수정 / #changelist 유효성 검사 완료
264838	2024/09/12	Design_Seokwan_work	[손석완][레벨] 최북단 흉동 가젯 위치 스캔 수정  / #changelist 유효성 검사 완료
264703	2024/09/12	Design_Seokwan_work	[손석완][레벨] 최북단 프로스트필드 뒤편 사다리 기믹 재배치, 원거리 보충상자 배치  / #changelist 유효성 검사 완료
264585	2024/09/12	Design_Seokwan_work	[손석완][레벨] 프로스트필드에서 흉동 가는 길목 2단사다리에서 평범사다리로 변경  / #changelist 유효성 검사 완료
264563	2024/09/12	Design_Seokwan_work	[손석완][레벨] 최북단 불필요 파괴형 가젯 삭제 및 파괴형 가젯 리핏타입을 노리핏으로 변경 - 스포너  / #changelist 유효성 검사 완료
264560	2024/09/12	Design_Seokwan_work	[손석완][레벨] 최북단 불필요 파괴형 가젯 삭제 및 파괴형 가젯 리핏타입을 노리핏으로 변경 - 테이블
264426	2024/09/11	Design_Seokwan_work	[손석완][레벨] 하이가든 길찾기 버그 수정  / #changelist 유효성 검사 완료
264370	2024/09/11	Design_Seokwan_work	[손석완][레벨] 올타 세은 벽면 그룹화  / #changelist 유효성 검사 완료
264368	2024/09/11	Design_Seokwan_work	[손석완][레벨] 올타 세은 점프구간 아래에 폐허 프랍들 정리 - 내비 잘 이어지게  / #changelist 유효성 검사 완료
264363	2024/09/11	Design_Seokwan_work	[손석완][레벨] 하이가든 연두막 끼이는 곳 수정  / #changelist 유효성 검사 완료
264355	2024/09/11	Design_Seokwan_work	[손석완][레벨] 하이가든 연두막 상자 위치 이동 및 슬로프 볼륨 추가  / #changelist 유효성 검사 완료
264303	2024/09/11	Design_Seokwan_work	[손석완][레벨] 허브힐 볼팅펜스 1개 길이 수정  / #changelist 유효성 검사 완료
264285	2024/09/11	Design_Seokwan_work	[손석완][레벨] 올타 버유 목각 수정  / #changelist 유효성 검사 완료
264272	2024/09/11	Design_Seokwan_work	[손석완][레벨] 레인보우제티 낙방볼 추가  / #changelist 유효성 검사 완료
264172	2024/09/11	Design_Seokwan_work	[손석완][레벨] 시타델 도서관 2층 책걸상 가젯화  / #changelist 유효성 검사 완료
264171	2024/09/11	Design_Seokwan_work	[손석완][레벨] 시타델 2층 책걸상 가젯화
264127	2024/09/11	Design_Seokwan_work	[손석완][레벨] 세력은신처 끼이는 곳 수정, 올타 셉트문 양쪽 출입 원활하게 수정  / #changelist 유효성 검사 완료
263766	2024/09/10	Design_Seokwan_work	[손석완][레벨] 윈터펠 버유 폴리싱 - 2단 사다리 변경  / #changelist 유효성 검사 완료
263757	2024/09/10	Design_Seokwan_work	[손석완][레벨] 윈터펠 남부 버유 폴리싱  / #changelist 유효성 검사 완료
263737	2024/09/10	Design_Seokwan_work	[손석완][레벨] 올타 버유 폴리싱  / #changelist 유효성 검사 완료
263710	2024/09/10	Design_Seokwan_work	[손석완][레벨] 올타 버유 폴리싱  / #changelist 유효성 검사 완료
263586	2024/09/10	Design_Seokwan_work	[손석완][레벨] FX 장막 연한 버전 추가 / #changelist 유효성 검사 완료
263541	2024/09/10	Design_Seokwan_work	[손석완][레벨] 웜워크 입구 사다리 재배치  / #changelist 유효성 검사 완료
263538	2024/09/10	Design_Seokwan_work	[손석완][레벨] 올타 버유 녹색항구 폴리싱  / #changelist 유효성 검사 완료
263505	2024/09/10	Design_Seokwan_work	[손석완][레벨] 퀸즈크라운 장막 가젯 틀어진 것 수정 / #changelist 유효성 검사 완료
263374	2024/09/09	Design_Seokwan_work	[손석완][레벨] 하이가든 문짝들 말 통과 가능하게 넓힘  / #changelist 유효성 검사 완료
263373	2024/09/09	Design_Seokwan_work	[손석완][레벨] 허니콧 끼이는 곳 미세 수정  / #changelist 유효성 검사 완료
263372	2024/09/09	Design_Seokwan_work	[손석완][레벨] 올타 버유 공중부양 위치 막기  / #changelist 유효성 검사 완료
263363	2024/09/09	Design_Seokwan_work	[손석완][레벨] 몰스타운 다리 밑에도 미들워터 처리 되게 랜드스케이프 조절  / #changelist 유효성 검사 완료
263362	2024/09/09	Design_Seokwan_work	[손석완][레벨] 몰스타운 근처 냇가 지대 살짝 낮춤 - 미들워터 처리 되게  / #changelist 유효성 검사 완료
263357	2024/09/09	Design_Seokwan_work	[손석완][레벨] 시타델 하수도 첨벙거리는 지역 사다리 근처 지대 높임.  / #changelist 유효성 검사 완료
263354	2024/09/09	Design_Seokwan_work	[손석완][레벨] 시체 각도 안 씹히게 수정  / #changelist 유효성 검사 완료
263350	2024/09/09	Design_Seokwan_work	[손석완][레벨] 레벨기믹 csv 최신화
263336	2024/09/09	Design_Seokwan_work	[손석완][레벨] 드포 세은 도개교 재배치  / #changelist 유효성 검사 완료
263328	2024/09/09	Design_Seokwan_work	[손석완][레벨] 미끄러지기볼륨 추가 - 좀더 낮은 각도서도 미끄러질 수 있게  / #changelist 유효성 검사 완료
263292	2024/09/09	Design_Seokwan_work	[손석완][레벨] 올타 버유 레벨 가젯 아이디 정리 / #changelist 유효성 검사 완료
263284	2024/09/09	Design_Seokwan_work	[손석완][레벨] 올타 세은 지형 버그 수정  / #changelist 유효성 검사 완료
263157	2024/09/09	Design_Seokwan_work	[손석완][레벨] 올타 버유 나뭇가지 콜리전 빼기  / #changelist 유효성 검사 완료
262981	2024/09/09	Design_Seokwan_work	[손석완][레벨] 올타 폭포밑 편지통 위치 수정
